indicator,indicator_description,indicator_source,demographic,demographic_description,time_description,time_period,value_description,value,term_description,upper_term,lower_term
Cancer Survival rates,5-year cancer survival rate,Cancer Control Agency and Health NZ,Leukaemia,Cancer type,Pair year,2016-2017,Survival rate,0.561931,NA,NA,NA
Cancer Survival rates,5-year cancer survival rate,Cancer Control Agency and Health NZ,Leukaemia,Cancer type,Pair year,2018-2019,Survival rate,0.588211,NA,NA,NA
Cancer Survival rates,5-year cancer survival rate,Cancer Control Agency and Health NZ,Leukaemia,Cancer type,Pair year,2020-2021,Survival rate,0.577098,NA,NA,NA
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.9,95% Confidence Intervals,0.905,0.896
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.899,95% Confidence Intervals,0.903,0.895
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.893,95% Confidence Intervals,0.897,0.888
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.882,95% Confidence Intervals,0.886,0.878
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.878,95% Confidence Intervals,0.882,0.873
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.872,95% Confidence Intervals,0.877,0.868
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.869,95% Confidence Intervals,0.873,0.864
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.871,95% Confidence Intervals,0.875,0.866
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.877,95% Confidence Intervals,0.882,0.871
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.874,95% Confidence Intervals,0.880,0.868
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.901,95% Confidence Intervals,0.907,0.894
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.9,95% Confidence Intervals,0.905,0.895
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.899,95% Confidence Intervals,0.905,0.893
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.899,95% Confidence Intervals,0.904,0.894
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.894,95% Confidence Intervals,0.900,0.888
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.891,95% Confidence Intervals,0.897,0.886
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.883,95% Confidence Intervals,0.889,0.877
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.881,95% Confidence Intervals,0.886,0.876
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.88,95% Confidence Intervals,0.886,0.873
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.876,95% Confidence Intervals,0.881,0.870
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.876,95% Confidence Intervals,0.883,0.870
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.868,95% Confidence Intervals,0.875,0.861
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.871,95% Confidence Intervals,0.877,0.865
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.866,95% Confidence Intervals,0.873,0.859
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.874,95% Confidence Intervals,0.880,0.866
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.868,95% Confidence Intervals,0.874,0.861
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.878,95% Confidence Intervals,0.886,0.870
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.876,95% Confidence Intervals,0.883,0.869
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.88,95% Confidence Intervals,0.888,0.872
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.868,95% Confidence Intervals,0.875,0.860
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),15-24,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.93,95% Confidence Intervals,0.939,0.919
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),25-34,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.914,95% Confidence Intervals,0.923,0.903
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),35-44,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.91,95% Confidence Intervals,0.918,0.901
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),45-54,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.895,95% Confidence Intervals,0.904,0.886
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),55-64,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.888,95% Confidence Intervals,0.898,0.878
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),65-74,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.88,95% Confidence Intervals,0.890,0.870
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),75+,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.846,95% Confidence Intervals,0.863,0.829
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),15-24,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.928,95% Confidence Intervals,0.937,0.917
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),25-34,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.912,95% Confidence Intervals,0.921,0.902
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),35-44,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.91,95% Confidence Intervals,0.919,0.901
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),45-54,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.886,95% Confidence Intervals,0.896,0.876
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),55-64,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.889,95% Confidence Intervals,0.899,0.879
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),65-74,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.889,95% Confidence Intervals,0.900,0.877
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),75+,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.844,95% Confidence Intervals,0.862,0.824
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),15-24,Age group,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.92,95% Confidence Intervals,0.929,0.910
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),25-34,Age group,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.911,95% Confidence Intervals,0.919,0.903
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),35-44,Age group,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.895,95% Confidence Intervals,0.905,0.885
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),45-54,Age group,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.876,95% Confidence Intervals,0.886,0.865
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),55-64,Age group,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.886,95% Confidence Intervals,0.895,0.875
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),65-74,Age group,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.889,95% Confidence Intervals,0.901,0.877
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),75+,Age group,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.843,95% Confidence Intervals,0.860,0.824
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),15-24,Age group,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.906,95% Confidence Intervals,0.916,0.895
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),25-34,Age group,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.897,95% Confidence Intervals,0.906,0.887
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),35-44,Age group,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.884,95% Confidence Intervals,0.894,0.873
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),45-54,Age group,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.874,95% Confidence Intervals,0.884,0.862
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),55-64,Age group,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.869,95% Confidence Intervals,0.881,0.857
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),65-74,Age group,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.884,95% Confidence Intervals,0.893,0.874
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),75+,Age group,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.836,95% Confidence Intervals,0.850,0.822
"Good, very good, or excellent self-rated health","Good, very good, or excellent self-rated health (15+ years)",NZ Health Survey (Ministry of Health),15-24,Age group,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.897,95% Confidence Intervals,0.907,0.887
